domanda,opzioneA,opzioneB,opzioneC,opzioneD,soluzione,motivazione
345. Due host collegati ad una rete Switched Ethernet attraverso porte configurate in modalità VLAN, , , ,"Se appartengono a VLAN diverse, è possibile che riescano a comunicare anche se sono collegati a switch diversi e le porte degli switch sono configurate in modalità Access.",D,"Se colleghi due porte Access di VLAN diverse (es. VLAN 10 su switch A collegata a VLAN 20 su switch B), i frame passano non taggati e le VLAN vengono collegate (errore di configurazione che permette comunicazione)."
361. The importance of MPLS (multi-protocol label switching) stems from the possibility to,Have a single control plan for different switching technologies, , , ,A,"MPLS disaccoppia il piano di controllo (IP routing) dal piano dati, permettendo di usare un unico sistema di controllo su diverse tecnologie di trasporto (ATM, Ethernet, Frame Relay)."
"363. In the MPLS architecture, LSPs (label switched paths)", , ,Are set up by network nodes that agree on the labels to be used for packets belonging to a specific forwarding equivalence class (FEC), ,C,Un LSP è un percorso unidirezionale stabilito attraverso la rete MPLS. Si crea quando i router concordano (Label Binding) su quale etichetta usare per una certa destinazione (FEC).
372. Centralized routing, , , ,Consists in one network node computing routes for other network nodes and providing the computed routes to them,D,"Nel routing centralizzato (es. SDN), un controllore centrale calcola i percorsi per tutti i nodi della rete e installa le tabelle di inoltro, invece di far calcolare le rotte a ogni singolo router."
"373. Using a privacy-aware autoconfiguration method (RFC-4941), an IPv6 host contains an address:", , , ,With an untraceable interface ID,D,"Le Privacy Extensions (RFC 4941) generano un Interface ID casuale e temporaneo che cambia nel tempo, impedendo il tracciamento dell'attività dell'host basato su un ID fisso (come il MAC address)."
374. One of the main properties of the new 5G infrastructure is, ,The joint use of virtualization techniques and flexible solutions for the network control (network slicing), , ,B,"Il 5G si basa massicciamente sulla virtualizzazione (NFV) e sul SDN per creare 'fette' di rete virtuali (Network Slicing) ottimizzate per diversi servizi (es. IoT, banda larga, bassa latenza)."
375. The fact that a VPN supports centralized Internet access means that,Packets sent to stations that are not part of the private network could follow a sub-optimal path, , , ,A,"In una VPN 'Full Tunnel' centralizzata, tutto il traffico (anche verso Internet) passa per il gateway aziendale. Se l'utente è remoto, il traffico fa un percorso a 'trombone' (casa -> azienda -> internet), spesso sub-ottimale."
376. The MAC address of an ICMPv6 Neighbor Solicitation packet is, , ,a multicast address, ,C,Il pacchetto Neighbor Solicitation viene incapsulato in un frame Ethernet con indirizzo di destinazione Multicast (mappato dall'indirizzo IP Solicited-Node multicast).
377. Indicate the false claim among the below statements about a SSL-based VPN, , ,Standard solutions are available, ,C,"A differenza di IPsec che è uno standard rigido, le VPN SSL sono state storicamente proprietarie e non c'è un unico standard interoperabile universale (anche se esistono protocolli diffusi come OpenVPN)."
378. The term handover in cellular networks refer to,The movement of a mobile terminal from a cell to another without the interruption of an active communication, , , ,A,L'handover (o handoff) è il processo critico che mantiene attiva una chiamata o sessione dati mentre l'utente si sposta tra celle diverse.
379. In a cellular network operating according to the FDMA technology, , , ,Available frequencies are divided among a group of neighboring cells and then reused in sufficiently far cells,D,"In FDMA (Frequency Division Multiple Access), lo spettro disponibile è diviso in canali di frequenza distinti. Questi canali sono assegnati alle celle secondo uno schema di riuso per evitare interferenze."
380. In MPLS label binding consists in, , ,Associating a label to a forwarding equivalence class (FEC), ,C,Il Label Binding è l'atto logico di associare un'etichetta specifica a una FEC (es. un prefisso IP di destinazione). La distribuzione di questa associazione avviene poi tramite protocolli.
"381. In the context of VPNs, traffic encryption is", , ,An important component but not strictly necessary/available in every VPN solution, ,C,"Mentre la cifratura è fondamentale per le VPN su Internet (IPsec), esistono tecnologie VPN (come MPLS L3VPN o L2VPN su rete provider) che separano il traffico logicamente ma non lo cifrano di default."
382. The smallest aggregation that can contain the IP networks 130.192.0.0/25 and 130.192.1.0/25 is:, , , ,130.192.0.0/23,D,"Le reti sono 0.0/25 e 1.0/25. Per aggregarle serve un blocco che copra da 0.0 a 1.127. La /23 (130.192.0.0/23) copre da 0.0 a 1.255, includendo entrambe le sottoreti."
383. The Count to Infinity, , ,None of the other answers is correct, ,C,"Il 'Count to Infinity' è un *problema* tipico dei protocolli Distance Vector, non una soluzione o un semplice stato transitorio positivo. È il fenomeno per cui il costo di una rotta irraggiungibile cresce all'infinito."
384. The Solicited Node Multicast Address is, , ,The multicast address used destination address in a Neighbor Solicitation packet, ,C,È l'indirizzo di destinazione del pacchetto. Viene calcolato prendendo gli ultimi 24 bit dell'indirizzo unicast (Target) e aggiungendoli al prefisso FF02::1:FF.
385. Indicate the true claim among the below statements about a VPN,None of the other proposals, , , ,A,"Le altre affermazioni sono false: end-to-end non è sempre meglio (dipende dai requisiti), firewall possono stare dietro VPN, e skewed channel non è un termine standard IPsec."
"386. In a GSM cellular network, a ""Regular Burst"" is used", ,"For sending voice sample or, in case of need, some control information", , ,B,Il Regular Burst (o Normal Burst) è la struttura dati standard usata negli slot di traffico (TCH) per trasportare sia voce/dati utente sia segnalazione associata (FACCH).
387. Multicast groups in IPv4, ,Are identified by means of special IP addresses that cannot be assigned to single hosts, , ,B,"I gruppi multicast sono identificati da indirizzi IP di Classe D (224.0.0.0/4). Questi indirizzi sono virtuali e rappresentano il gruppo, non una specifica interfaccia fisica."
388. Label distribution in MPLS,Can be performed implicitly through the routing protocol OSPF, , , ,A,"In alcuni casi, la distribuzione delle etichette può essere 'piggybacked' (trasportata) direttamente dai protocolli di routing o, più comunemente, fatta da protocolli dedicati come LDP o RSVP-TE (estensione di RSVP)."
389. OSPF-TE and ISIS-TE include enhancements... standardized in the context of MPLS in order to,Enable the distribution of additional information (named constrained data) in support of constraint-based routing, , , ,A,"Le estensioni TE (Traffic Engineering) aggiungono ai messaggi di routing informazioni sulle risorse disponibili (banda, colore link), permettendo di calcolare percorsi che soddisfano vincoli specifici (CSPF)."
390. The IPv6 address 2001:4600::0201:06FF:FEA5:3A4C is,An address that can be used on a server to offer a service over the public IPv6 Internet, , , ,A,"Inizia con 2001:, quindi è un indirizzo Global Unicast, pubblico e routabile su Internet (simile a un IP pubblico IPv4)."
391. Multicast communications in an IPv4 network, , ,Are not possible without the deployment of additional protocols in the network, ,C,"Per far funzionare il multicast attraverso i router (inter-rete), è indispensabile usare protocolli di routing multicast specifici (come PIM), oltre a IGMP che serve solo sulla LAN locale."
392. The distance Vector routing algorithm, ,Is deployed in specific routing scenarios, , ,B,"Sebbene meno potente del Link State, il Distance Vector (es. RIP, EIGRP) è ancora usato in specifici scenari (reti piccole, o come EIGRP nelle reti Cisco) per la sua semplicità."
393. The basic ideal of MPLS consists in, , , ,Associating a label to each packet so that network nodes can use it to determine how to process such packet,D,"L'idea base è etichettare i pacchetti all'ingresso della rete. I nodi interni (LSR) guardano solo l'etichetta per decidere velocemente come inoltrare il pacchetto (Label Swapping), ignorando l'header IP."
394. An optical switch is a device capable of switching, , , ,An optical channel on a given wavelength from a given input fiber to a given output fiber,D,"Uno switch ottico (OXC) commuta interi segnali luminosi (lambda) da una fibra di ingresso a una di uscita, senza conversione elettrica."
395. The GRE (Generic Routing Encapsulation) protocol is utilized for:,Identifying the protocol encapsulated into an IP packet, , , ,A,"GRE aggiunge un header che specifica il tipo di protocollo trasportato (EtherType), permettendo di incapsulare pacchetti non-IP o IP dentro pacchetti IP."
"396. In the context of routing, redistribution consists in:", , , ,Distributing via a routing protocol routes acquired via another routing protocol even though this leads to loss of information,D,La redistribuzione è il processo di importare rotte apprese da una fonte (es. RIP) e annunciarle tramite un altro protocollo (es. OSPF). Questo comporta spesso la perdita delle metriche originali.
398. DWDM (Dense Wavelength Division Multiplexing) is a technology allowing to:, ,Multiplex/demultiplex optical signals (characterized by different wavelengths) on the same optical fiber, , ,B,"DWDM permette di trasmettere simultaneamente molteplici segnali ottici (ciascuno su una diversa lunghezza d'onda/colore) su un'unica fibra, moltiplicando la banda disponibile."
399. An IPv6 host can autoconfigure its own address by using:, , ,"Its own MAC address (extended to 64 bits if necessary) as interface ID, deriving the prefix from the IPv6 source address of the received packets", ,C,"Nell'autoconfigurazione SLAAC, l'host combina il prefisso di rete ricevuto dai Router Advertisement con un Interface ID generato localmente (spesso derivato dal MAC address tramite EUI-64)."
400. Modern Ethernet networks are:, , , ,"Usually based on switches as interconnection devices and, if necessary, only virtually segmented by means of VLANS",D,Le reti Ethernet moderne sono 'Switched'. La segmentazione logica (separazione dei domini di broadcast) viene gestita tramite VLAN senza bisogno di separare fisicamente l'infrastruttura.
401. A 48-port Ethernet switch is used for interconnecting 47 hosts belonging to three different VLANs... All 47 ports are Access mode:, , ,"It is possible to enable the communication among all the hosts using the single port that is still available, in addition to proper network devices", ,C,"È possibile abilitare la comunicazione Inter-VLAN utilizzando l'unica porta libera (la 48esima) collegandola a un Router configurato in modalità 'Trunk' (Router-on-a-stick), che instraderebbe il traffico tra le tre VLAN."
402. The DS-Lite technique for the IPv4-IPv6 transition is based on the fact that, ,The NAT is placed on the Address Family Translation Router (AFTR), , ,B,"In DS-Lite, il CPE non esegue il NAT ma incapsula il traffico. Il NAT IPv4 è centralizzato presso l'ISP sull'AFTR (Large Scale NAT)."
403. Two hosts A (130.192.0.1/26) and B (130.192.0.1/23) belong to the same physical network:, , , ,B directly communicates with A but not vice versa,D,"A (mask /26) vede B come esterno alla sua sottorete, quindi invia al router. B (mask /23, più ampia) vede A come interno alla sua sottorete, quindi invia direttamente (ARP). Risultato: B comunica diretto con A, ma A deve usare il router per parlare con B."
404. Quando un host IPv6 ha necessità di imparare l'indirizzo MAC associato ad un indirizzo IPv6:, , ,Può inviare in multicast sulla rete un particolare messaggio ICMPv6, ,C,"Il Neighbor Discovery Protocol (NDP) usa messaggi ICMPv6 'Neighbor Solicitation' inviati all'indirizzo 'Solicited-Node Multicast' per risolvere il MAC address, evitando il broadcast."
405. Se un host IPv4 vuole comunicare con un host IPv6, , , ,"Può farlo utilizzando un terzo nodo che sia in grado si sostituire, nell'header del pacchetto, l'indirizzo IPv4 destinazione con il corrispondente indirizzo IPv6",D,È necessario un meccanismo di traduzione (come NAT64/DNS64) in cui un dispositivo intermedio traduce l'header del pacchetto da IPv4 a IPv6 e viceversa.
406. L'address range IP 130.192.4.0/23 rappresenta la più piccola aggregazione possibile di..., ,130.192.4.0/24 e 130.192.5.0/25, , ,B,"(Nota: Probabile refuso nelle opzioni originali, l'aggregazione esatta di una /23 è 4.0/24 + 5.0/24). Tra le opzioni, la B (4.0/24 + parte della 5.0) è l'unica che cade interamente nel range della /23 senza uscire fuori o includere reti precedenti."
"408. Date due stazioni A e B sulla stessa rete fisica, indicare la configurazione che permette ad A di comunicare direttamente con B, ma a B di comunicare con A solo attraverso un router:", , ,A: 130.192.1.1/25 - B: 130.192.1.100/26, ,C,"A (mask /25) vede B (100) come locale -> invia diretto. B (mask /26, range 64-127) vede A (1) come esterno -> invia al router. Questa configurazione soddisfa la richiesta."
409. The OSPF (Open Shortest Path First) routing protocol:, , ,Supports hierarchical routing which has the advantage of enabling the protocol to operate on large size networks, ,C,"OSPF supporta il routing gerarchico tramite il concetto di 'Aree' (Area 0, Area 1, etc.), limitando la dimensione del database topologico e rendendolo scalabile per grandi reti."
"410. In a provider provisioned access VPN solution, a remote host that activates a VPN session has:", , , ,"Two addresses: one used to communicate with corporate hosts, the other one to reach the corporate VPN gateway",D,"In una VPN ad accesso remoto, l'host ha il suo indirizzo IP fisico (per connettersi a Internet e al Gateway VPN) e riceve un indirizzo IP virtuale (Tunnel IP) per comunicare dentro la rete aziendale."
"421. Si consideri una topologia (A-B-C-A) e (C-D). Con flooding, A invia a D. Quante copie arrivano a D?", , , ,E' proporzionale al valore del campo Time To Live presente nel pacchetto,D,"A causa del ciclo (anello A-B-C), il flooding semplice fa circolare i pacchetti indefinitamente finché il TTL non scade. Ad ogni passaggio per C, una copia viene inoltrata a D. Quindi D riceve copie continue proporzionali al TTL."
433. Data una rete composta da diversi reti fisiche... è possibile realizzare un piano di indirizzamento in grado di ottimizzare il routing..., , ,Dividendo la rete in aree e definendo range di indirizzi distinti da utilizzare in ciascuna di quelle aree, ,C,"L'assegnazione gerarchica degli indirizzi per aree topologiche permette l'aggregazione delle rotte (Route Summarization), riducendo la tabella di routing."
