domanda,opzioneA,opzioneB,opzioneC,opzioneD,soluzione,motivazione
191. RIP is characterized by (2481),The suitability to both interdomain and intradomain routing,The possibility to operate on large networks thank to its capability to function in a hierarchical way,"Frequent instability and inclination to create circular forwarding paths (i.e., routing loops)",The usage of a link state routing algorithm,C,(Duplicato in inglese) RIP soffre di instabilità e loop di routing.
192. Il protocollo RIP 'e imbustato: (2169),"Direttamente in IP, per limitare la dimensione dei pacchetti di routing","Direttamente in IP, per consentire la trasmissione in broadcast dei pacchetti","In UDP, per consentire la trasmissione in broadcast dei pacchetti","In UDP, per questioni principalmente legate alla maggiore semplicità di sviluppo del software",D,"RIP usa UDP (porta 520) come trasporto. Essendo un protocollo applicativo nato in ambiente Unix (daemon routed), usare UDP era più semplice per gli sviluppatori rispetto a creare un protocollo IP nativo (come OSPF)."
193. Gli indirizzi IPv6 di tipo Site Local (2027),Sono impostati automaticamente dalle stazioni per le comunicazioni on-link,Vengono assegnati da un'autorità centrale che ne garantisce l'univocità a livello mondiale,Non esistono,Sono deprecati ma possono comunque essere utilizzati,D,"Gli indirizzi Site-Local (fec0::) sono stati ufficialmente deprecati dall'IETF perché la definizione di ""sito"" era ambigua, ma si possono ancora trovare in vecchie configurazioni."
"194. Nel protocollo LTE, un canale fisico è (2696)",Insieme di risorse riservate per una data comunicazione,connessione tra 2 core network di operatori diversi,cavo che trasporta dati verso la torre mobile,tunnel tra S-GW e P-GW,A,"In LTE, un canale fisico (Physical Channel) corrisponde a un insieme specifico di Elementi di Risorsa (tempo-frequenza) nella griglia OFDMA utilizzati per trasportare dati o segnalazione."
195. Le soluzioni di VPN (virtual private network) di livello 3 attraverso una dorsale MPLS sono caratterizzate da (1881),Livelli particolarmente alti di sicurezza grazie all'utilizzo di tecniche crittografiche.,Buon livello di automatizzazione e integrazione tra la dorsale pubblica e le reti private.,"Meccanismi di tunneling di livello 3, ovvero all'interno di pacchetti IP.","Gestione diretta da parte dell'utente, senza intervento dell'operatore.",B,"(Duplicato) MPLS L3VPN permette al provider di gestire il routing per conto del cliente, integrando la rete privata nella dorsale MPLS in modo automatizzato e scalabile."
196. Two stations A and B are interconnected via an Ethernet switch S. The MAC address of the network card of S to which station A is connected is used as the destination MAC address in an ethernet frame (2528),Sent from B to A,Sent from To to a destination outside the network,"Sent from A to S, for example for management or configuration purposes",Sent from A to B,C,"Un host usa il MAC address dello switch come destinazione SOLO se vuole parlare direttamente CON lo switch (es. SSH, Telnet, SNMP). Per parlare con altri host, usa il MAC dell'altro host (o del router)."
198. Nel protocollo IPv6: (1884),I protocolli di routing (ad esempio il formato dei pacchetti) non cambiano rispetto ad IPv4.,"Il protocollo ARP viene inglobato in ICMPv6, ma mantiene esattamente lo schema di funzionamento (richiesta broadcast, risposta unicast) precedente.","Esiste la possibilità, per una stazione su un segmento di rete, di autoconfigurarsi attraverso l'ascolto di messaggi di Router Advertisement.","Come IPv4, IPv6 non prevede meccanismi di riconfigurazione dei router.",C,"IPv6 introduce SLAAC (Stateless Address Autoconfiguration): ascoltando i Router Advertisement periodici, un host può costruire il proprio indirizzo globale combinando il prefisso annunciato con il proprio Interface ID."
199. La tecnica di transizione IPv4-IPv6 denominata Address plus Port (A+P) prevede che: (2526),non siano mai utilizzati indirizzi IPb4 di tipo privato su dispositivi utente,non sia possibile collegare alla rete delle stazioni IPv6,il NAT sia posizionato sul CPE dell'utente,il NAT sia posizionato sull'AFTR,C,"In A+P (e MAP-E/T), il NAT44 viene spostato dal Carrier (CGNAT) al CPE dell'utente. A ogni utente viene assegnato lo stesso IP pubblico ma un range di porte diverso. Il CPE fa NAT usando solo quelle porte."
"200. In OSPF, un pacchetto di ""Database Description"": (2172)",Viene utilizzato da due router adiacenti per scambiarsi le rispettive copie del database OSPF,Viene utilizzato da due router adiacenti per scambiarsi le rispettive copie della routing table,Permette ad un router che ha rilevato una nuova adiacenza con un altro router OSPF di conoscere gli LSA a lui mancanti,Permette ad un router appena acceso di conoscere gli LSA a lui mancanti,C,"I pacchetti DBD (Database Description) contengono i sommari (header) degli LSA. Confrontando i DBD ricevuti con il proprio database, un router capisce quali LSA gli mancano o sono obsoleti e li richiede esplicitamente (tramite LSR)."
201. Un frame IEEE 802.11 ha quattro indirizzi MAC di cui: (2714),Uno è l'indirizzo MAC dello switch collegato all'Access Point,Uno è sempre un indirizzo broadcast,Nessuno è l'indirizzo MAC dell'Access Point,Uno è l'indirizzo MAC dell'Access Point,D,"Il formato del frame 802.11 prevede fino a 4 indirizzi (Source, Destination, Transmitter, Receiver). L'indirizzo dell'Access Point (BSSID) è sempre presente, fungendo da Transmitter (in downlink) o Receiver (in uplink)."
202. The application of Frequency Hopping (FH) in a GSM network results in (2511),"An increase of the maximum number of users the cell can serve, but with a reduction of the communication quality",A reduction of both the communication quality and the maximum number of users the cell can serve,"An increase of the communication quality, but with a reduction of the maximum number of users the cell can serve",An increase of both the communication quality and the maximum number of users the cell can serve,C,"Il Frequency Hopping migliora la qualità del segnale (riducendo interferenze e fading tramite diversity), ma introduce un overhead di gestione che può leggermente ridurre l'efficienza spettrale complessiva o il numero massimo di canali disponibili."
203. Un Neutral Access Point 'e una particolare rete in cui: (2167),"Tutti gli apparati sono collegati mediante l'utilizzo di un router centrale ad alte prestazioni, dotato di interfacce di rete multiple","I vari AS si scambiano il traffico in modalità ""peering"", ossia non a pagamento",Il collegamento tra gli apparati è realizzato a livello 2,Ogni router collegato vede a livello 3 tutti gli altri router presenti sulla rete ed in grado di effettuare peering con ognuno di essi,C,Un NAP (o IXP) è tipicamente costituito da una struttura di switching Layer 2 (Ethernet) a cui i vari ISP collegano i propri router per fare peering direttamente tra loro.
204. Nella soluzione DS-Lite per la transizione IPv4-IP6 (2029),La funzionalità di NAT è realizzata per tutti gli utenti su opportuni dispositivi dell'ISP,La funzionalità di NAT è realizzata sul CPE dell'utente,La funzionalità di NAT è realizzata sia sul CPE che sui dispositivi dell'ISP,Non è prevista la funzionalità di NAT,A,"In DS-Lite, il CPE non fa NAT ma incapsula il traffico IPv4 in IPv6. Il NAT44 viene eseguito centralmente dall'ISP sull'AFTR (Large Scale NAT/CGNAT)."
205. In order to setup a label switched path (LSP) (2501),MPLS routers on the path must perform a mapping operation,The same layer-two protocol must be deployed on all links on the path,Final destinations of IP packets traveling on the LSP must support MPLS,MPLS routers on the path must deploy the same protocol for label distribution,A,"Per costruire un LSP, ogni router lungo il percorso deve mappare una classe di traffico (FEC) a un'etichetta in ingresso e un'etichetta in uscita (Label Binding/Mapping)."
207. La qualità del servizio può essere garantita sulle reti a pacchetto quando (2049),I pacchetti siano trasportati da un'infrastruttura a commutazione di cella (per esempio ATM),I nodi di rete mettano in atto opportuni meccanismi che regolano il servizio dei pacchetti (per esempio algoritmi di scheduling),Le applicazioni siano in grado di codificare le informazioni da trasferire secondo livelli (layer) di importanza differente,Nessuna delle precedenti,B,"Per garantire QoS in reti a commutazione di pacchetto (dove c'è contesa per le risorse), i router devono usare meccanismi di gestione delle code (Scheduling, Policing, Shaping) per prioritizzare il traffico sensibile."
"209. Quali di queste tecnologie è più adatta a gestire percorsi multipli verso la stessa destinazione (""multipath"")? (1913)",Forwarding by network address,Label Swapping e Source Routing,Label Swapping,Source Routing,C,"MPLS (Label Swapping) permette di definire percorsi espliciti (Traffic Engineering) che possono differire dal percorso di routing IP standard, facilitando l'uso di percorsi multipli per il bilanciamento del carico."
210. Lo standard IPsec viene utilizzato nelle VPN (virtual private network) per (1897),Verificare le informazioni di autenticazione fornite da utenti remoti tramite uno scambio di informazione con un server di autenticazione.,Consentire l'invio di informazioni di autenticazione (per esempio username e password o tramite meccanismi di sfida) da parte degli utenti di una VPN di accesso.,La realizzazione di tunnel attraverso una rete IP pubblica sul tramite i quali sia possibile trasportare pacchetti IP provenienti da o destinati ad una rete privata indipendentemente dal piano di indirizzamento utilizzato su tale rete privata.,"La creazione automatica di collegamenti cifrati tra le sedi di un'azienda attraverso una rete pubblica, sulla quale la comunicazione è quindi intrinsecamente non sicura.",C,"IPsec in Tunnel Mode incapsula l'intero pacchetto IP originale. Questo permette di collegare reti private con indirizzamenti sovrapposti o arbitrari attraverso Internet, nascondendo la topologia interna."
211. A university has to design the IP net for two teaching labs: lab 1 (120 hosts) and lab2(64). Which config is definetly WRONG? (2713),labl: 192.168.0.0/24 - lab2: 192.168.1.0/24,labl: 192.168.0.0/24 -lab2: 192.168.1.0/25,lab1: 192.168.0.0/25-lab2: 192.168.0.128/26,lab1: 192.168.0.0/25 - lab2: 192.168.0.128/25,C,"Lab 1 serve 120 host: una /25 (128 indirizzi, 126 usabili) basta. Lab 2 serve 64 host: una /26 ha 64 indirizzi totali (62 usabili), quindi NON è sufficiente per 64 host fisici + gateway + broadcast."
"212. Nella fase finale di un algoritmo di routing di tipo Link State, ogni router: (1923)","Esegue l'algoritmo di Shortest Path First, utilizzando come input il Link State Database",Invia in flooding i propri Link State ai vicini,Invia in flooding tutti i Link State ai vicini,Esegue l'algoritmo DUAL (Diffusing Update Algorithm),A,"Una volta che il Link State Database (LSDB) è sincronizzato, ogni router esegue localmente l'algoritmo di Dijkstra (SPF) per calcolare l'albero dei percorsi minimi verso tutte le destinazioni."
213. Utilizzando l'algoritmo del secchiello a gettoni (o secchio bucato) di capacità B token e velocità di riempimento r token/s si riesce a controllare: (1896),Che il tempo di attraversamento non superi rB secondi.,"Il numero di pacchetti al secondo immessi non superi r, ed il massimo burst non superi B.","Il numero di pacchetti al secondo immessi non superi B, ed il massimo burst non superi r.",Il jitter non superi B/r.,B,Il Token Bucket limita la velocità media al tasso di riempimento 'r' e permette trasmissioni istantanee (burst) fino alla capacità del secchio 'B'.
215. Quale tra le seguenti definizioni è una novità dello standard UMTS? (2197),Microdiversity,Network Slicing,Nessuna delle presenti definizioni,Macrodiversity,D,"In UMTS (W-CDMA), grazie al Soft Handover, un terminale può essere connesso simultaneamente a più stazioni base (NodeB). Il combinamento dei segnali da diverse stazioni base si chiama Macrodiversity."
"217. Un Network Provider considerato ""Tier-1"": (1929)",Dispone di una sola interconnessione verso un altro Autonomous System di tipo Tier-1,"è un Autonomous System collegato ad altri AS Tier-1 solamente con connessioni di tipo ""Peering"", ossia non a pagamento","è un Autonomous System collegato ad altri AS Tier-1 prevalentemente con connessioni di tipo ""Peering"", ossia non a pagamento","è un Autonomous System collegato ad altri AS Tier-1 prevalentemente con connessioni di tipo ""transit"", ossia a pagamento",B,"Un ISP Tier-1 è una rete che raggiunge ogni altra rete su Internet esclusivamente tramite accordi di peering gratuito (settlement-free), senza dover pagare nessuno per il transito."
219. Gli indirizzi IPv6 Aggregatable Global Unicast sono: (2205),"Aggregabili solo in address range molto piccoli, in modo da favorire la precisione del calcolo dei percorsi","Univoci a livello globale, sostanzialmente equivalenti agli indirizzi pubblici IPv4",Utilizzabili solo su dispositivi appartenenti alla stessa rete locale,Utilizzabili a livello globale solo insieme ad opportune tecniche di Network Address Translation (NAT),B,"Gli indirizzi Global Unicast (2000::/3) sono unici in tutta Internet e routabili globalmente senza NAT, equivalenti ai Public IP di IPv4."
220. When an IP router with complete multicast service support receives a packet related to a given multicast group (2595),Discards the packet because it's not possible to offer multicast services over an IP network,Sends out a copy of the packets on all the ports.,Sends out a copy of the packet on all the ports. except the one through which the packet received,Sends out a copy of the packet on all the ports useful to reach the destinations belonging to the multicast,D,"Un router multicast (usando PIM e IGMP) inoltra il traffico solo sulle interfacce dove ci sono ricevitori interessati (o altri router PIM con ricevitori a valle), costruendo un albero di distribuzione efficiente."
221. SSL-based VPN (Virtual Private Network) solutions are widely deployed because (2514),They do not have any problems when packets go through a NAT (Network Address Translation) function on their path to their destination.,They are the only VPN solutions providing a robust packet encryption and authentication functionality.,Allow packets to be encrypted and authenticated without the need of negotiating cryptographic keys.,Allow the layer 3 (network layer) header to be encrypted and authenticated.,A,"Le SSL VPN usano HTTPS (TCP/443), che attraversa i NAT e i Firewall senza problemi, a differenza di IPsec/ESP che richiede configurazioni specifiche (NAT-T) per funzionare dietro un NAT."
222. Gli indirizzi IPv6 di tipo Private (1967),"Sono definiti in modo tale da essere univoci con elevata probabilità, ma non possono comunque essere utilizzati a livello globale",Vengono usati solo per le comunicazioni on-link,Vengono usati solo sui router,Vengono utilizzati per collegare reti private attraverso una rete pubblica,A,"Si riferisce agli Unique Local Addresses (ULA, fc00::/7). Sono generati con un algoritmo pseudo-casuale per essere globalmente unici (alta probabilità) ma non sono routabili su Internet, usati per comunicazioni private interne (simili ai privati IPv4)."
224. Due reti IP 130.192.0.0/24 e 130.192.2.0/24 sono aggregabili in: (2025),130.192.0.0/23,130.192.2.0/23,Non sono aggregabili,130.192.0.0/22,D,"Le reti 0.0 e 2.0 non sono contigue in un blocco /23. La più piccola supernet che le contiene entrambe è la 130.192.0.0/22 (che comprende 0.0, 1.0, 2.0, 3.0)."
227. Il protocollo GRE serve per: (1882),"Incapsulare i pacchetti in altre intestazioni IP, in modo da poterle inviare su un tunnel.",Garantire la riservatezza delle comunicazioni.,Garantire l'autenticità dei pacchetti.,Riservare della banda per la comunicazione.,A,"GRE (Generic Routing Encapsulation) è un protocollo di tunneling puro che incapsula pacchetti di vari protocolli dentro IP, ma non fornisce cifratura (a meno che non sia usato con IPsec)."
228. In topology-based control-driven label binding: (2203),Il traffico di applicazioni diverse in esecuzione sugli stessi host viene trasportato su LSP differenti,Le tabelle di forwarding dei router MPLS vengono configurate manualmente,"Un LSP viene creato a seguito dell'identificazione di un percorso verso una destinazione (in altre parole, viene creato un LSP per ogni destinazione scoperta)",I router MPLS devono utilizzare il protocollo BGP,C,"In questo modo (tipico di LDP), le etichette vengono assegnate e distribuite automaticamente non appena il protocollo di routing impara una nuova destinazione (route), creando un LSP per ogni prefisso IP nella tabella di routing."
"229. Un ""Internal Router"" OSPF in un'area mantiene nell'archivio di LSA: (1934)",La descrizione dettagliata della topologia di tutto il dominio OSPF,Solo ed esclusivamente una descrizione dettagliata della topologia dell'area di cui il router fa parte,La descrizione dettagliata della topologia dell'area di cui il router fa parte e i sommari di tutte le destinazioni presenti nel dominio di routing OSPF,"La descrizione dettagliata della topologia dell'area di cui il router fa parte, la descrizione dettagliata dell'area backbone, e il sommario delle restanti destinazioni presenti nel dominio di routing OSPF",C,"Un router interno ha il LSDB completo della propria area (Type 1 e 2 LSA) e riceve dagli ABR i Summary LSA (Type 3) che elencano le reti raggiungibili nelle altre aree, senza conoscerne la topologia interna."
230. 1. Due stazioni A e B appartengono alla stessa rete fisica e hanno rispettivamente indirizzi IP 130.192.1.1/25 e 130.192.1.129/24 (2624),A comunica direttamente con B e viceversa,A comunica direttamente con B ma non viceversa,A comunica con B solo attraverso un router,A non può comunicare con B,C,"(Variante domanda 183) A (/25) vede B (129) come esterno -> manda al router. B (/24) vede A (1) come interno -> manda ARP. Poiché l'andata richiede il router, la comunicazione dipende dal router. La risposta C è la corretta."
232. When the link between two MPLS routers deploys a layer 2 protocol that supports virtual connections (such as ATM and Frame Relay) (2515),Routing protocols specified for the given layer 2 protocol must be deployed,Labels can be bound only to FECs that include layer 2 destination identifiers,It is not possible to use more than one label for each packet.,The most external MPLS label is carried inside the layer 2 header.,D,"Su tecnologie orientate alla connessione come ATM o Frame Relay, l'etichetta MPLS viene spesso mappata direttamente nell'identificatore del circuito Layer 2 (VPI/VCI o DLCI) per sfruttare l'hardware di commutazione esistente."
233. Il protocollo PPTP viene utilizzato di solito per: (1875),Permettere di creare un tunnel in una VPN di accesso.,Permettere di creare un tunnel in una VPN site-to-site di tipo overlay.,Permettere di creare un tunnel in una VPN site-to-site di tipo peer.,Permettere di creare un tunnel in una VPN di livello 4.,A,"PPTP è stato uno dei primi protocolli usati per le VPN di accesso remoto (client-to-site), permettendo agli utenti di connettersi alla rete aziendale via Internet. Oggi è considerato insicuro."
"235. In OSPF, un pacchetto di ""Link State Update"": (2174)","Viene utilizzato anche nella procedura di Exchange per lo scambio di tutti gli LSA posseduti dai router, e trasporta ogni LSA in forma completa",Trasporta le informazioni principali relative ad un Link State Advertisement,E utilizzato per aggiornare lo stato dell'adiacenza con un router vicino e trasporta solamente le informazioni relative a quel cambiamento,"Viene inviato per in condizioni di rete a regime, quando il transitorio 'e ormai esaurito",A,LSU è il pacchetto che trasporta effettivamente gli LSA completi. Viene usato sia per diffondere nuovi aggiornamenti (flooding) sia per inviare gli LSA richiesti durante la sincronizzazione iniziale del database.
237. The Layer 3 VPN (virtual private network) solutions based on MPLS are characterized by (2540),A good level of automation and integration between the public backbone and private networks,Particularly high security thanks to the deployment of cryptographic techniques,A mix of Layer 2 and Layer 3 tunnelling mechanisms,"Layer 3 tunneling mechanisms, namely within IP packets",A,"(Duplicato) Le L3VPN MPLS scalano bene e automatizzano la connettività any-to-any grazie a BGP, rendendo l'integrazione tra le sedi clienti e il backbone molto efficiente."
238. Una differenza del protocollo di routing OSPF rispetto all'IGRP è che: (1932),OSPF è gerarchico,OSPF consente di effettuare anche routing tra AS diversi,OSPF permette di trasportare contemporaneamente informazioni di routing relative a diverse architetture protocollari (routing integrato),OSPF è proprietario,A,"OSPF struttura la rete in Aree (Area 0 backbone, aree periferiche) per limitare il flooding e ridurre le tabelle di routing (scalabilità gerarchica). IGRP è un protocollo piatto (flat)."
239. E' possibile l'instaurazione di un loop in una rete che utilizza un routing di tipo Link State? (1922),Si,"No, perché ogni router ha una visione completa della topologia della rete","No, perché gli aggiornamenti del Link State vengono inviati in flooding","No, perché viene usato un Hold-Down timer",A,"Sì, durante il transitorio (convergenza). Sebbene l'algoritmo SPF sia matematicamente privo di loop, i router aggiornano le tabelle in tempi leggermente diversi. In quei millisecondi di disallineamento, possono formarsi micro-loop temporanei."
240. uno dei motivi che sta favorendo la diffusione di ipv6 è (2156),scarsità indirizzi MAC,possibile inefficienza dell'indirizzamento ipv4 privato,necessità sempre più diffusa di utilizzare applicazioni multicast,scarsa attitudine degli operatori a modificare la configurazione delle proprie reti,B,"(Duplicato) L'uso massiccio di NAT e indirizzi privati rompe la connettività end-to-end e complica certe applicazioni, spingendo verso IPv6."
241. The IPv6 Aggregatable Global Unicast addresses are (2614),Aggregable only in very small address ranges. in order to favor the precision of the evaluation of routing paths,Globally unique. substantially equivalent to the IPv4 public addresses,Usable only on devtces belonging to the same local area network,Usable in a global IPv6 network only With proper Network Address Translation (NAT) techniques,B,(Duplicato) Sono indirizzi pubblici globalmente unici.
242. Un protocollo usato in MPLS per la distribuzione delle label è: (1980),OSPF,IS-IS,RIP,BGP,D,"BGP (con estensioni per le famiglie di indirizzi etichettati) è uno dei protocolli standard per distribuire etichette, specialmente per VPN e Inter-AS MPLS."
243. Lo schema di indirizzamento IPv6: (1886),Prevede esclusivamente indirizzi assegnati in modo univoco da un ente preposto.,"Prevede che ogni entità (es. azienda) si faccia assegnare globalmente un insieme di indirizzi, che diventano di sua proprietà a tempo illimitato.","Prevede che i primi 64 bit di un indirizzo siano normalmente identificati come il prefisso di rete, almeno sulle LAN.",Non prevede l'esistenza di indirizzi di multicast.,C,Lo standard IPv6 raccomanda fortemente l'uso di prefissi /64 per tutte le sottoreti LAN per permettere il funzionamento di SLAAC e altri meccanismi.
244. In quale situazione possibile che un pacchetto abbia due intestazioni IP? (1893),Il pacchetto ha attraversato un firewall in ingresso.,"Il pacchetto è nella rete pubblica, dopo aver attraversato in uscita un NAT.","Il pacchetto è nella rete pubblica, dopo aver attraversato in uscita un firewall.",Il pacchetto è nella rete pubblica in transito su un tunnel IP che collega due segmenti di una VPN basata su IP.,D,"Nel tunneling IP-in-IP (o GRE, IPsec Tunnel Mode), il pacchetto originale viene incapsulato dentro un nuovo pacchetto IP di trasporto, risultando in due header IP (inner e outer)."
"245. Relativamente a un Autonomous System, quali di queste affermazioni è falsa: (2703)",è una subnet configurata attraverso algoritmi di routing statico,vengono identificati attraverso un ID di 2 bytes,è un insieme di subnets con un prossimità topologica e gestite da una singola organizzazione,si utilizzano gli Exterior Gateway Protocol per distribuire le informazioni fra Autonomous systems,A,"Un AS è un dominio di routing complesso gestito da un'unica entità che usa protocolli dinamici (IGP all'interno, EGP all'esterno), non una semplice subnet statica."
246. Le reti ottiche sono caratterizzate in modo specifico e univoco dall'uso di apparati in grado di: (1982),Trasmettere segnali ottici su collegamenti in fibra ottica,Commutare un canale ottico da una porta di ingresso ad una porta di uscita,Instradare pacchetti elaborandone l'intestazione tramite circuiti ottici,Trasportare enormi quantità di dati grazie alla loro capacità di commutare il traffico secondo le informazioni contenute in un'etichetta,B,"La caratteristica distintiva delle reti ""All-Optical"" è la capacità di commutare la luce (lambdas) direttamente, senza convertirla in elettricità nei nodi intermedi."
"247. La modalità di funzionamento ""Tunnel mode"" di IPsec prevede che vanga criptato: (2035)",Solo il payload del pacchetto interno,"L'intestazione IP, l'intestazione TCP/UDP e il payload del pacchetto interno",Esclusivamente l'intestazioneTCP/UDP e il payload,"Tutto il pacchetto esterno, inclusa l'intestazione IP.",B,"(Duplicato) In Tunnel Mode viene cifrato tutto il pacchetto originale (Header IP + Dati), proteggendo anche gli indirizzi IP originali."
249. L'indirizzo IPv6 FE80::0201:06FF:FEA5:3A4C è: (1968),Un indirizzo utilizzabile da un host con MAC address 00:01:06:A5:3A:4C per le comunicazioni con un altro host sullo stesso link,Un indirizzo utilizzabile da un server con MAC address 00:01:06:A5:3A:4C per offrire un servizio sulla Internet pubblica IPv6,Un indirizzo utilizzabile da più dispositivi nello stesso link,Un indirizzo al momento non previsto in IPv6,A,L'indirizzo inizia con FE80 (Link-Local). La parte host è derivata dal MAC (EUI-64). È valido solo per comunicazioni locali.
250. The basic ideal of MPLS (Multi-Protocol Label Switching) consists in (2593),nserting a label in IP packets so that network nodes can use it to determine the path the packet must follow,B: Inserting a label layer two frames so that network nodes can use it to identify the various higher-layer protocols,Association a label to each packet so that the destination can identify the data flow the packet belongs to.,Associating a label to each packet so that network nodes can use it to determine how to process such packet,C,L'idea base è associare un'etichetta corta al pacchetto. I router usano solo l'etichetta per decidere velocemente il forwarding (Label Swapping).
251. per l'instaurazione di un LSB è indispensabile che (2160),tutti i link sul percorso utilizzino lo stesso protocollo di livello due,i router mpls sul percorso utilizzino lo stesso protocollo per la distribuzione delle etichette,le destinazioni finali dei pacchetti che viaggiano sull'LSP supportino mpls,i router mpls sul percorso eseguano un' operazione di mapping,D,(LSB sta probabilmente per LSP/Label Switched Path o Label Setup). La condizione fondamentale è che ogni router mappi una FEC a un'etichetta (Mapping).
252. The Integrated IS-IS protocol (2484),"Is a protocol used by Ethernet switches to create a routing tree in the network (spanning tree) removing closed paths (i.e., loops)",Is a protocol based on the link state routing algorithm widely used in large networks,Is an obsolete routing protocol no longer used due to its low performanc,Is a protocol derived as an evolution of BGP for the exchange of information between routers belonging to different autonomous systems,B,Integrated IS-IS è un robusto protocollo Link State (IGP) usato massicciamente nelle reti dei Service Provider.
254. due stazioni A e B hanno rispettivamente 130.192.1.1/25 e 130.192.1.100/24 (2161),comunica direttamente con B e viceversa,comunica direttamente con A ma non viceversa,comunica direttamente con B solo attraverso un router,comunica direttamente con b ma non viceversa,A,"A (/25, range 0-127) vede B (100) come locale. B (/24, range 0-255) vede A (1) come locale. Entrambi si vedono locali, quindi comunicano direttamente."
255. An Autonomous System: (2537),is identified by means of a 4 bytes long ID assigned by the CSA,is a set of subnets with a short topological proximity and managed by a single organization unit,is a subnet configured by leveraging the static routing,is identified by means of a 4 bytes long ID automatically computed by the BGP,B,Un AS è un gruppo di reti gestite da un'unica organizzazione. È identificato da un ASN (Autonomous System Number) assegnato dallo IANA/RIR (non calcolato automaticamente).
256. Due host collegati ad una rete switch ethernet attraverso porte configurate in modalità Access: (1960),Non possono comunicare,"Se appartengono a VLAN diverse, possono comunicare solo se collegati a switch diversi e il link tra gli switch è configurato in modalità trunk",possono comunicare solo se appartenenti alla stessa VLAN,"Se appartengono a VLAN diverse, è possibile che riescano a comunicare anche se collegati a switch diversi e le porte degli switch sono configurate in modo access",D,"(Duplicato domanda 155) Se collego due porte access di VLAN diverse con un cavo, il traffico passa non taggato e le VLAN si fondono, permettendo la comunicazione (errore di design)."
257. Le soluzioni per la realizzazione di VPN (virtual private network) di livello 3 attraverso una dorsale MPLS sono caratterizzate da (1868),Livelli particolarmente alti di sicurezza.,Elevata scalabilità,"A differenza di tutte le altre soluzioni proposte, non richiedono l'utilizzo di funzionalità di NAT",La fornitura di un servizio a qualità garantita al traffico che attraversa la VPN.,B,"Le MPLS VPN scalano molto meglio delle VPN basate su tunnel mesh (IPsec) perché l'aggiunta di un nuovo sito richiede configurazione solo sul router PE locale, non su tutti gli altri siti."
259. Le reti ottiche si basano sull'utilizzo di (1900),Collegamenti in fibra ottica tra commutatori di pacchetto ad elevate prestazioni,Router IP in grado di inoltrare i pacchetti in base al loro indirizzo destinazione realizzando il look-up nella tabella di routing con tecniche ottiche.,Apparati in grado di commutare un segnale elettromagnetico ad una certa frequenza portante nel campo dell'ottica da una porta di ingresso ad una porta di uscita,Nessuna delle precedenti,C,Definizione di Optical Cross-Connect (OXC): commutare il segnale ottico fisico.
260. fixing cell size G and DECREASING radius R (2152),capacity increase,capacity decrease,capacity remains same,Nessuna delle precedenti,A,"Ridurre il raggio delle celle (R) mantenendo l'area totale costante significa avere più celle (celle più piccole = microcelle). Più celle significano più canali totali riutilizzabili nell'area, quindi un aumento della capacità del sistema."
261. The IPv6 address FE80::0201:06FF:FEA5:3A4C is: (2482),An address currently not available in IPv6,An address that can be used on a host with MAC address 00:01:06:A5:3A:4C for communicating with another host on the same link,An address that can be used by more than one device on the same link,An address that can be used on a server with MAC address 00:01:06:A5:3A:4C to offer a service on the public IPv6 Internet,B,(Duplicato) Indirizzo Link-Local valido per l'host con quel MAC.
"262. With respect to previous solutions, The Long Term Evolution (LTE) technology is characterized, among the other things, by (2505)",The usage of switching technique based on virtual circuits,The usage of a circuit switching technique,The usage of mobile terminals that are able to use the IP protocol for sending data,"The usage of an ""all-IP"" network architecture with shared communication channels",D,"LTE (4G) abbandona completamente la commutazione di circuito (CS) usata per la voce in 2G/3G, adottando un'architettura interamente a pacchetto (All-IP) sia per dati che per voce (VoLTE)."
263. tabella di filtering di una VLAN: (1948),Si può aggiornare solo manualmente,Si può aggiornare manualmente o automaticamente con appositi protocolli,Contiene solo IP della rete locale,Nessuna delle precedenti,B,"Le VLAN possono essere propagate e gestite dinamicamente tramite protocolli come VTP, MVRP o GVRP."
264. La tecnica di transizione IPv4-IPv6 denominata DS-lite prevede che: (2201),Non sia possibile collegare alla rete delle stazioni IPv6,II NAT sia posizionato sul Customer Premises Equipment (CPE) dell'utente,Non siano mai utilizzati indirizzi IPv4 di tipo privato sui dispositivi utente,II NAT sia posizionato sull'Address Family Translation Router (AFTR),D,(Duplicato) In DS-Lite il NAT è centralizzato presso l'ISP (AFTR).
266. A host A with IP address 130.192.225.79/24 sends an ARP Request on the local network in order to learn the MAC address of a host with IP address 130.192.225.1/26. The corresponding ARP Reply sent from B (2517),"Is sent to the MAC address of B's default gateway, because A is outside the IP network of B",Is not sent,"Arrives to A only if the network is based on a shared medium (e.g., a Ethernet hub)",Is sent to the MAC address of A,D,"B (130.192.225.1/26) riceve la richiesta ARP da A (130.192.225.79). 79 non è nella subnet di B (/26 arriva a 63). Tuttavia, B *ha ricevuto* la richiesta ARP. Se B risponde, la risposta ARP è unicast diretta al MAC del richiedente (A). (Nota: Alcuni stack IP potrebbero ignorare la richiesta se la sorgente è fuori subnet, ma la risposta standard da test è che la Reply è diretta al MAC sorgente)."
